[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1812978, 0.07765584, 1.0]], ['2, k, 1', [-0.1821499, 0.4154052, 1.0]], ['2, k, 2', [-0.1816153, 0.7396544, 1.0]], ['2, k, 3', [-0.1877075, 0.8836902, 1.0]], ['2, k, 4', [-0.3362378, 0.5554446, 1.0]], ['2, k, 5', [-0.4660173, 0.4254789, 1.0]], ['2, k, 6', [-0.2978652, 0.5911276, 1.0]], ['2, k, 7', [-0.2780133, 0.6386657, 1.0]], ['2, k, 8', [-0.01494098, 0.6193944, 1.0]], ['2, k, 9', [0.05924235, 0.3272516, 1.0]], ['2, k, 10', [0.1152604, 0.1031248, 1.0]], ['2, k, 11', [0.1393804, 0.07150508, 1.0]], ['2, k, 12', [-0.2570888, 0.07348291, 1.0]], ['2, k, 13', [-0.3121307, -0.3735603, 1.0]], ['2, k, 14', [-0.3613173, -0.713671, 1.0]], ['2, k, 15', [-0.3910198, -0.7554654, 1.0]], ['2, k, 16', [-0.0990648, 0.07842098, 1.0]], ['2, k, 17', [-0.09956597, -0.3587185, 1.0]], ['2, k, 18', [-0.1390346, -0.7045988, 1.0]], ['2, k, 19', [-0.03210936, -0.7475344, 1.0]], ['2, k, 20', [-0.1820074, 0.6605758, 1.0]], ['2, k, 21', [-0.2365552, 0.6842794, 1.0]], ['2, k, 22', [-0.3096355, 0.6770244, 1.0]], ['2, k, 23', [0.1785711, 0.02479228, 1.0]], ['2, k, 24', [0.1003865, 0.04752466, 1.0]]]
[['2, k, 0', [-0.1811583, 0.07752946, 1.0]], ['2, k, 1', [-0.1828503, 0.4154617, 1.0]], ['2, k, 2', [-0.1857078, 0.7402317, 1.0]], ['2, k, 3', [-0.1877822, 0.8836341, 1.0]], ['2, k, 4', [-0.3362056, 0.5558432, 1.0]], ['2, k, 5', [-0.466053, 0.4256456, 1.0]], ['2, k, 6', [-0.2956877, 0.6036021, 1.0]], ['2, k, 7', [-0.2800966, 0.6424127, 1.0]], ['2, k, 8', [-0.01502235, 0.6193019, 1.0]], ['2, k, 9', [0.0591567, 0.3273447, 1.0]], ['2, k, 10', [0.1153426, 0.1032577, 1.0]], ['2, k, 11', [0.1411221, 0.07081086, 1.0]], ['2, k, 12', [-0.2570203, 0.07337253, 1.0]], ['2, k, 13', [-0.3119605, -0.3732176, 1.0]], ['2, k, 14', [-0.3591108, -0.7125519, 1.0]], ['2, k, 15', [-0.390643, -0.7543044, 1.0]], ['2, k, 16', [-0.09883112, 0.07832266, 1.0]], ['2, k, 17', [-0.09942571, -0.359419, 1.0]], ['2, k, 18', [-0.1394362, -0.7048738, 1.0]], ['2, k, 19', [-0.03293257, -0.7488996, 1.0]], ['2, k, 20', [-0.1849811, 0.660991, 1.0]], ['2, k, 21', [-0.2338343, 0.689364, 1.0]], ['2, k, 22', [-0.3097989, 0.6815763, 1.0]], ['2, k, 23', [0.1581584, -0.001680204, 1.0]], ['2, k, 24', [0.09289812, 0.06589492, 1.0]]]
[['2, k, 0', [-0.1808477, 0.07725278, 1.0]], ['2, k, 1', [-0.1832923, 0.4154735, 1.0]], ['2, k, 2', [-0.1878683, 0.7406358, 1.0]], ['2, k, 3', [-0.1879038, 0.8835516, 1.0]], ['2, k, 4', [-0.3366679, 0.5533007, 1.0]], ['2, k, 5', [-0.4674259, 0.4246209, 1.0]], ['2, k, 6', [-0.2954295, 0.6092206, 1.0]], ['2, k, 7', [-0.2822641, 0.6461005, 1.0]], ['2, k, 8', [-0.01520087, 0.6192845, 1.0]], ['2, k, 9', [0.05914721, 0.3311581, 1.0]], ['2, k, 10', [0.1142541, 0.1067569, 1.0]], ['2, k, 11', [0.1410187, 0.07179199, 1.0]], ['2, k, 12', [-0.2567451, 0.07303393, 1.0]], ['2, k, 13', [-0.3119068, -0.3731633, 1.0]], ['2, k, 14', [-0.359829, -0.713326, 1.0]], ['2, k, 15', [-0.3913886, -0.7551613, 1.0]], ['2, k, 16', [-0.09849218, 0.0781602, 1.0]], ['2, k, 17', [-0.09943449, -0.3594313, 1.0]], ['2, k, 18', [-0.1397659, -0.704634, 1.0]], ['2, k, 19', [-0.0331598, -0.7488673, 1.0]], ['2, k, 20', [-0.1866895, 0.6612852, 1.0]], ['2, k, 21', [-0.2416489, 0.6933212, 1.0]], ['2, k, 22', [-0.3120972, 0.6875564, 1.0]], ['2, k, 23', [0.152354, -0.009595814, 1.0]], ['2, k, 24', [0.0967146, 0.05777915, 1.0]]]
[['2, k, 0', [-0.1807612, 0.07715324, 1.0]], ['2, k, 1', [-0.1841139, 0.415638, 1.0]], ['2, k, 2', [-0.1903094, 0.741328, 1.0]], ['2, k, 3', [-0.1878951, 0.8836011, 1.0]], ['2, k, 4', [-0.3367806, 0.5526991, 1.0]], ['2, k, 5', [-0.4678271, 0.4244339, 1.0]], ['2, k, 6', [-0.2951432, 0.6159279, 1.0]], ['2, k, 7', [-0.2836038, 0.6496439, 1.0]], ['2, k, 8', [-0.01547337, 0.6193005, 1.0]], ['2, k, 9', [0.05907882, 0.3312747, 1.0]], ['2, k, 10', [0.1143585, 0.1069113, 1.0]], ['2, k, 11', [0.1415156, 0.07068177, 1.0]], ['2, k, 12', [-0.2566669, 0.07290521, 1.0]], ['2, k, 13', [-0.3117179, -0.3724149, 1.0]], ['2, k, 14', [-0.3585449, -0.711172, 1.0]], ['2, k, 15', [-0.3910651, -0.754231, 1.0]], ['2, k, 16', [-0.09835719, 0.07807898, 1.0]], ['2, k, 17', [-0.09906463, -0.3597665, 1.0]], ['2, k, 18', [-0.1404374, -0.7051698, 1.0]], ['2, k, 19', [-0.03162148, -0.7469347, 1.0]], ['2, k, 20', [-0.188771, 0.661855, 1.0]], ['2, k, 21', [-0.2418873, 0.6991376, 1.0]], ['2, k, 22', [-0.3142383, 0.6862058, 1.0]], ['2, k, 23', [0.1691359, -0.000251896, 1.0]], ['2, k, 24', [0.1505651, 0.06270406, 1.0]]]
[['2, k, 0', [-0.1805538, 0.07674719, 1.0]], ['2, k, 1', [-0.1846485, 0.4154993, 1.0]], ['2, k, 2', [-0.191526, 0.7412179, 1.0]], ['2, k, 3', [-0.187875, 0.8833345, 1.0]], ['2, k, 4', [-0.3367558, 0.5525278, 1.0]], ['2, k, 5', [-0.4679808, 0.4243365, 1.0]], ['2, k, 6', [-0.2950286, 0.6185881, 1.0]], ['2, k, 7', [-0.2822935, 0.6510241, 1.0]], ['2, k, 8', [-0.01590884, 0.6190169, 1.0]], ['2, k, 9', [0.05907996, 0.3312564, 1.0]], ['2, k, 10', [0.1144443, 0.1069148, 1.0]], ['2, k, 11', [0.1405751, 0.07000604, 1.0]], ['2, k, 12', [-0.2564908, 0.07248673, 1.0]], ['2, k, 13', [-0.3115327, -0.3723864, 1.0]], ['2, k, 14', [-0.3585979, -0.7112389, 1.0]], ['2, k, 15', [-0.3903873, -0.7539228, 1.0]], ['2, k, 16', [-0.09813682, 0.0777681, 1.0]], ['2, k, 17', [-0.09875797, -0.3601828, 1.0]], ['2, k, 18', [-0.1408979, -0.7025921, 1.0]], ['2, k, 19', [-0.0328203, -0.7457705, 1.0]], ['2, k, 20', [-0.1898526, 0.6617444, 1.0]], ['2, k, 21', [-0.2421093, 0.6986442, 1.0]], ['2, k, 22', [-0.3122386, 0.6894164, 1.0]], ['2, k, 23', [0.1633811, 0.005361367, 1.0]], ['2, k, 24', [0.1018401, 0.02469986, 1.0]]]
[['2, k, 0', [-0.1805645, 0.07643597, 1.0]], ['2, k, 1', [-0.1855539, 0.4153566, 1.0]], ['2, k, 2', [-0.1931932, 0.7411982, 1.0]], ['2, k, 3', [-0.1880208, 0.8831034, 1.0]], ['2, k, 4', [-0.33675, 0.5521228, 1.0]], ['2, k, 5', [-0.4682142, 0.4242021, 1.0]], ['2, k, 6', [-0.2952836, 0.6198984, 1.0]], ['2, k, 7', [-0.2826008, 0.6521145, 1.0]], ['2, k, 8', [-0.01610999, 0.6187792, 1.0]], ['2, k, 9', [0.05894377, 0.3313147, 1.0]], ['2, k, 10', [0.1121163, 0.1063506, 1.0]], ['2, k, 11', [0.1491558, 0.05946784, 1.0]], ['2, k, 12', [-0.2565283, 0.07217478, 1.0]], ['2, k, 13', [-0.3118587, -0.3749761, 1.0]], ['2, k, 14', [-0.3591745, -0.7117398, 1.0]], ['2, k, 15', [-0.3906577, -0.7544615, 1.0]], ['2, k, 16', [-0.09811506, 0.07753044, 1.0]], ['2, k, 17', [-0.09869909, -0.3601884, 1.0]], ['2, k, 18', [-0.1409496, -0.702888, 1.0]], ['2, k, 19', [-0.03321946, -0.7466115, 1.0]], ['2, k, 20', [-0.1913773, 0.6617014, 1.0]], ['2, k, 21', [-0.2414836, 0.6990781, 1.0]], ['2, k, 22', [-0.3115123, 0.6942661, 1.0]], ['2, k, 23', [0.1777316, 0.006961938, 1.0]], ['2, k, 24', [0.1039428, 0.04346749, 1.0]]]
[['2, k, 0', [-0.1802389, 0.0761065, 1.0]], ['2, k, 1', [-0.1859726, 0.4151439, 1.0]], ['2, k, 2', [-0.1944846, 0.7407604, 1.0]], ['2, k, 3', [-0.1882705, 0.8827446, 1.0]], ['2, k, 4', [-0.3368623, 0.5508811, 1.0]], ['2, k, 5', [-0.4689718, 0.4239553, 1.0]], ['2, k, 6', [-0.2955181, 0.6212418, 1.0]], ['2, k, 7', [-0.2807388, 0.6528071, 1.0]], ['2, k, 8', [-0.01620073, 0.6187457, 1.0]], ['2, k, 9', [0.05870339, 0.3309199, 1.0]], ['2, k, 10', [0.1123474, 0.1060865, 1.0]], ['2, k, 11', [0.1490056, 0.05667385, 1.0]], ['2, k, 12', [-0.2562127, 0.07179891, 1.0]], ['2, k, 13', [-0.3120284, -0.3769648, 1.0]], ['2, k, 14', [-0.3593512, -0.7117259, 1.0]], ['2, k, 15', [-0.3905925, -0.754393, 1.0]], ['2, k, 16', [-0.09779508, 0.07729664, 1.0]], ['2, k, 17', [-0.09914875, -0.3597193, 1.0]], ['2, k, 18', [-0.1408105, -0.7026026, 1.0]], ['2, k, 19', [-0.03537586, -0.7478982, 1.0]], ['2, k, 20', [-0.1924513, 0.6613319, 1.0]], ['2, k, 21', [-0.2408149, 0.7009518, 1.0]], ['2, k, 22', [-0.3085539, 0.6919713, 1.0]], ['2, k, 23', [0.181135, 0.01093335, 1.0]], ['2, k, 24', [0.1013367, 0.01810114, 1.0]]]
[['2, k, 0', [-0.1801829, 0.07566447, 1.0]], ['2, k, 1', [-0.1865002, 0.4147323, 1.0]], ['2, k, 2', [-0.1952141, 0.7401971, 1.0]], ['2, k, 3', [-0.1885667, 0.8822977, 1.0]], ['2, k, 4', [-0.3364236, 0.5507688, 1.0]], ['2, k, 5', [-0.4689384, 0.4237429, 1.0]], ['2, k, 6', [-0.2955033, 0.621568, 1.0]], ['2, k, 7', [-0.2795625, 0.6522936, 1.0]], ['2, k, 8', [-0.01637337, 0.6185936, 1.0]], ['2, k, 9', [0.0585335, 0.3307977, 1.0]], ['2, k, 10', [0.1122014, 0.1059768, 1.0]], ['2, k, 11', [0.1478681, 0.05559424, 1.0]], ['2, k, 12', [-0.2561458, 0.07131317, 1.0]], ['2, k, 13', [-0.3121428, -0.3781331, 1.0]], ['2, k, 14', [-0.3605797, -0.7130377, 1.0]], ['2, k, 15', [-0.3913485, -0.75536, 1.0]], ['2, k, 16', [-0.09774359, 0.07696586, 1.0]], ['2, k, 17', [-0.09918743, -0.359731, 1.0]], ['2, k, 18', [-0.1417297, -0.7038581, 1.0]], ['2, k, 19', [-0.03933449, -0.7469535, 1.0]], ['2, k, 20', [-0.1931561, 0.660814, 1.0]], ['2, k, 21', [-0.2414056, 0.7018731, 1.0]], ['2, k, 22', [-0.3078315, 0.6907279, 1.0]], ['2, k, 23', [0.1748537, 0.008679742, 1.0]], ['2, k, 24', [0.1029512, 0.02697459, 1.0]]]
[['2, k, 0', [-0.1800535, 0.07547818, 1.0]], ['2, k, 1', [-0.1854794, 0.4140587, 1.0]], ['2, k, 2', [-0.1903164, 0.7379475, 1.0]], ['2, k, 3', [-0.1888732, 0.8820869, 1.0]], ['2, k, 4', [-0.3358259, 0.5531427, 1.0]], ['2, k, 5', [-0.4672062, 0.4242826, 1.0]], ['2, k, 6', [-0.2944154, 0.6228347, 1.0]], ['2, k, 7', [-0.2770818, 0.6526343, 1.0]], ['2, k, 8', [-0.01650062, 0.618246, 1.0]], ['2, k, 9', [0.05845736, 0.3306741, 1.0]], ['2, k, 10', [0.1123589, 0.1059089, 1.0]], ['2, k, 11', [0.148287, 0.05916087, 1.0]], ['2, k, 12', [-0.2560308, 0.0711782, 1.0]], ['2, k, 13', [-0.3115814, -0.3759987, 1.0]], ['2, k, 14', [-0.3610435, -0.7132383, 1.0]], ['2, k, 15', [-0.3915821, -0.7555484, 1.0]], ['2, k, 16', [-0.09760316, 0.07675994, 1.0]], ['2, k, 17', [-0.0994976, -0.3587402, 1.0]], ['2, k, 18', [-0.1417202, -0.7038046, 1.0]], ['2, k, 19', [-0.03864159, -0.7471297, 1.0]], ['2, k, 20', [-0.1895812, 0.6590859, 1.0]], ['2, k, 21', [-0.2387275, 0.7015432, 1.0]], ['2, k, 22', [-0.3045304, 0.6962618, 1.0]], ['2, k, 23', [0.1902729, 0.01379342, 1.0]], ['2, k, 24', [0.1018463, 0.03868376, 1.0]]]
[['2, k, 0', [-0.1799459, 0.07505225, 1.0]], ['2, k, 1', [-0.1845993, 0.4132776, 1.0]], ['2, k, 2', [-0.1876889, 0.7365172, 1.0]], ['2, k, 3', [-0.1890236, 0.8819261, 1.0]], ['2, k, 4', [-0.3352059, 0.5546786, 1.0]], ['2, k, 5', [-0.4649916, 0.424197, 1.0]], ['2, k, 6', [-0.2844809, 0.6334124, 1.0]], ['2, k, 7', [-0.2741004, 0.6512808, 1.0]], ['2, k, 8', [-0.01655948, 0.6180057, 1.0]], ['2, k, 9', [0.0583289, 0.3305241, 1.0]], ['2, k, 10', [0.1124401, 0.1058404, 1.0]], ['2, k, 11', [0.1478109, 0.05725465, 1.0]], ['2, k, 12', [-0.2560469, 0.07083751, 1.0]], ['2, k, 13', [-0.3111857, -0.3749854, 1.0]], ['2, k, 14', [-0.3610868, -0.7133498, 1.0]], ['2, k, 15', [-0.3917612, -0.7553735, 1.0]], ['2, k, 16', [-0.09733035, 0.07629288, 1.0]], ['2, k, 17', [-0.09908254, -0.3597319, 1.0]], ['2, k, 18', [-0.1411522, -0.7040014, 1.0]], ['2, k, 19', [-0.03879661, -0.7469351, 1.0]], ['2, k, 20', [-0.1873924, 0.6578054, 1.0]], ['2, k, 21', [-0.2357612, 0.6964874, 1.0]], ['2, k, 22', [-0.301335, 0.686972, 1.0]], ['2, k, 23', [0.1761468, 0.009206649, 1.0]], ['2, k, 24', [0.1028971, 0.03990377, 1.0]]]
[['2, k, 0', [-0.1799688, 0.0747374, 1.0]], ['2, k, 1', [-0.1851612, 0.4130613, 1.0]], ['2, k, 2', [-0.1898831, 0.7365335, 1.0]], ['2, k, 3', [-0.189004, 0.8818839, 1.0]], ['2, k, 4', [-0.3348199, 0.5553102, 1.0]], ['2, k, 5', [-0.4631301, 0.4237029, 1.0]], ['2, k, 6', [-0.2855975, 0.6314358, 1.0]], ['2, k, 7', [-0.2718617, 0.6514621, 1.0]], ['2, k, 8', [-0.01658521, 0.6178275, 1.0]], ['2, k, 9', [0.05827203, 0.3305256, 1.0]], ['2, k, 10', [0.1125768, 0.1058865, 1.0]], ['2, k, 11', [0.1496057, 0.05663192, 1.0]], ['2, k, 12', [-0.2560939, 0.07053498, 1.0]], ['2, k, 13', [-0.3115311, -0.3743628, 1.0]], ['2, k, 14', [-0.3594684, -0.7116894, 1.0]], ['2, k, 15', [-0.3912793, -0.7541538, 1.0]], ['2, k, 16', [-0.09732516, 0.07600871, 1.0]], ['2, k, 17', [-0.09896636, -0.3594983, 1.0]], ['2, k, 18', [-0.1411047, -0.7036926, 1.0]], ['2, k, 19', [-0.03906785, -0.7464437, 1.0]], ['2, k, 20', [-0.1889852, 0.6577144, 1.0]], ['2, k, 21', [-0.2311109, 0.701303, 1.0]], ['2, k, 22', [-0.2983879, 0.6955575, 1.0]], ['2, k, 23', [0.1763221, 0.008403236, 1.0]], ['2, k, 24', [0.1017294, 0.01272714, 1.0]]]
[['2, k, 0', [-0.1798593, 0.07450563, 1.0]], ['2, k, 1', [-0.1852767, 0.4129552, 1.0]], ['2, k, 2', [-0.1903303, 0.7364374, 1.0]], ['2, k, 3', [-0.1889862, 0.8819191, 1.0]], ['2, k, 4', [-0.334239, 0.556032, 1.0]], ['2, k, 5', [-0.4459819, 0.4554332, 1.0]], ['2, k, 6', [-0.2857983, 0.6304097, 1.0]], ['2, k, 7', [-0.2679668, 0.6511316, 1.0]], ['2, k, 8', [-0.0165927, 0.6178028, 1.0]], ['2, k, 9', [0.05806246, 0.3306718, 1.0]], ['2, k, 10', [0.1128453, 0.1061548, 1.0]], ['2, k, 11', [0.1472323, 0.05645019, 1.0]], ['2, k, 12', [-0.2559718, 0.07029177, 1.0]], ['2, k, 13', [-0.3115481, -0.3743162, 1.0]], ['2, k, 14', [-0.3575874, -0.710172, 1.0]], ['2, k, 15', [-0.3902458, -0.7524108, 1.0]], ['2, k, 16', [-0.09723012, 0.07581884, 1.0]], ['2, k, 17', [-0.09855587, -0.3602867, 1.0]], ['2, k, 18', [-0.1411342, -0.7036953, 1.0]], ['2, k, 19', [-0.0405866, -0.745892, 1.0]], ['2, k, 20', [-0.1893165, 0.6576096, 1.0]], ['2, k, 21', [-0.2236892, 0.6971056, 1.0]], ['2, k, 22', [-0.292276, 0.6937417, 1.0]], ['2, k, 23', [0.1835884, 0.01031678, 1.0]], ['2, k, 24', [0.1028374, 0.01956889, 1.0]]]
[['2, k, 0', [-0.1797183, 0.07422362, 1.0]], ['2, k, 1', [-0.1854075, 0.4125097, 1.0]], ['2, k, 2', [-0.1908025, 0.7357767, 1.0]], ['2, k, 3', [-0.1890159, 0.8818377, 1.0]], ['2, k, 4', [-0.3339312, 0.5562955, 1.0]], ['2, k, 5', [-0.4555408, 0.4218167, 1.0]], ['2, k, 6', [-0.28571, 0.6294079, 1.0]], ['2, k, 7', [-0.2663472, 0.6508646, 1.0]], ['2, k, 8', [-0.01641165, 0.6178188, 1.0]], ['2, k, 9', [0.05821439, 0.327918, 1.0]], ['2, k, 10', [0.1138231, 0.1036616, 1.0]], ['2, k, 11', [0.1509981, 0.05880764, 1.0]], ['2, k, 12', [-0.2557904, 0.06993467, 1.0]], ['2, k, 13', [-0.3115214, -0.3741914, 1.0]], ['2, k, 14', [-0.3588795, -0.7106734, 1.0]], ['2, k, 15', [-0.3906946, -0.75253, 1.0]], ['2, k, 16', [-0.09712885, 0.07562786, 1.0]], ['2, k, 17', [-0.09875077, -0.3606205, 1.0]], ['2, k, 18', [-0.1408266, -0.7051625, 1.0]], ['2, k, 19', [-0.03180305, -0.7469103, 1.0]], ['2, k, 20', [-0.1896902, 0.6569985, 1.0]], ['2, k, 21', [-0.228316, 0.7000141, 1.0]], ['2, k, 22', [-0.2885652, 0.6913841, 1.0]], ['2, k, 23', [0.1733878, 0.00589999, 1.0]], ['2, k, 24', [0.1786937, 0.008224043, 1.0]]]
[['2, k, 0', [-0.1796119, 0.07355107, 1.0]], ['2, k, 1', [-0.1841886, 0.4114013, 1.0]], ['2, k, 2', [-0.1868134, 0.7340258, 1.0]], ['2, k, 3', [-0.1889534, 0.8816751, 1.0]], ['2, k, 4', [-0.3338136, 0.5564412, 1.0]], ['2, k, 5', [-0.4433956, 0.4599095, 1.0]], ['2, k, 6', [-0.2808701, 0.6320542, 1.0]], ['2, k, 7', [-0.2636426, 0.6498775, 1.0]], ['2, k, 8', [-0.01611881, 0.6173589, 1.0]], ['2, k, 9', [0.058221, 0.3274756, 1.0]], ['2, k, 10', [0.1136654, 0.1031877, 1.0]], ['2, k, 11', [0.1508172, 0.05710177, 1.0]], ['2, k, 12', [-0.2556204, 0.06933963, 1.0]], ['2, k, 13', [-0.3116804, -0.3744797, 1.0]], ['2, k, 14', [-0.3587097, -0.7102886, 1.0]], ['2, k, 15', [-0.3906872, -0.7520338, 1.0]], ['2, k, 16', [-0.09709113, 0.07492797, 1.0]], ['2, k, 17', [-0.09903654, -0.3606935, 1.0]], ['2, k, 18', [-0.1410591, -0.705438, 1.0]], ['2, k, 19', [-0.0326778, -0.7472184, 1.0]], ['2, k, 20', [-0.1865661, 0.6554234, 1.0]], ['2, k, 21', [-0.217057, 0.6943833, 1.0]], ['2, k, 22', [-0.2843144, 0.6942541, 1.0]], ['2, k, 23', [0.1725574, 0.005815728, 1.0]], ['2, k, 24', [0.1109274, 0.04646569, 1.0]]]
[['2, k, 0', [-0.1795596, 0.07291524, 1.0]], ['2, k, 1', [-0.1834925, 0.4107798, 1.0]], ['2, k, 2', [-0.185097, 0.7335244, 1.0]], ['2, k, 3', [-0.1888165, 0.8814228, 1.0]], ['2, k, 4', [-0.3336102, 0.5564882, 1.0]], ['2, k, 5', [-0.4502217, 0.4194282, 1.0]], ['2, k, 6', [-0.281369, 0.6300017, 1.0]], ['2, k, 7', [-0.2624398, 0.6495332, 1.0]], ['2, k, 8', [-0.0158122, 0.616778, 1.0]], ['2, k, 9', [0.05818307, 0.3276112, 1.0]], ['2, k, 10', [0.1130268, 0.1031919, 1.0]], ['2, k, 11', [0.1505021, 0.05685588, 1.0]], ['2, k, 12', [-0.2554861, 0.06871, 1.0]], ['2, k, 13', [-0.3117052, -0.3743841, 1.0]], ['2, k, 14', [-0.3589706, -0.7102732, 1.0]], ['2, k, 15', [-0.3908097, -0.7524904, 1.0]], ['2, k, 16', [-0.09711421, 0.07432909, 1.0]], ['2, k, 17', [-0.09899572, -0.3608227, 1.0]], ['2, k, 18', [-0.1410951, -0.7054518, 1.0]], ['2, k, 19', [-0.03287619, -0.7472548, 1.0]], ['2, k, 20', [-0.185107, 0.6548714, 1.0]], ['2, k, 21', [-0.2190198, 0.6999995, 1.0]], ['2, k, 22', [-0.2818935, 0.6913294, 1.0]], ['2, k, 23', [0.1674873, 0.001435525, 1.0]], ['2, k, 24', [0.1574612, -0.004509783, 1.0]]]
[['2, k, 0', [-0.179594, 0.0726864, 1.0]], ['2, k, 1', [-0.1828186, 0.4102264, 1.0]], ['2, k, 2', [-0.1830539, 0.7326066, 1.0]], ['2, k, 3', [-0.188619, 0.8814877, 1.0]], ['2, k, 4', [-0.333398, 0.5566697, 1.0]], ['2, k, 5', [-0.4440956, 0.4587322, 1.0]], ['2, k, 6', [-0.2771547, 0.6314569, 1.0]], ['2, k, 7', [-0.2590641, 0.6486182, 1.0]], ['2, k, 8', [-0.01558176, 0.6165941, 1.0]], ['2, k, 9', [0.05768261, 0.3276906, 1.0]], ['2, k, 10', [0.113156, 0.1034467, 1.0]], ['2, k, 11', [0.148346, 0.05741701, 1.0]], ['2, k, 12', [-0.255456, 0.06837339, 1.0]], ['2, k, 13', [-0.3117639, -0.3743572, 1.0]], ['2, k, 14', [-0.3605945, -0.7112137, 1.0]], ['2, k, 15', [-0.3918557, -0.7536649, 1.0]], ['2, k, 16', [-0.09719116, 0.07416689, 1.0]], ['2, k, 17', [-0.09860437, -0.3584235, 1.0]], ['2, k, 18', [-0.1407731, -0.7051626, 1.0]], ['2, k, 19', [-0.03288162, -0.7450897, 1.0]], ['2, k, 20', [-0.1834174, 0.6540391, 1.0]], ['2, k, 21', [-0.2128174, 0.6950225, 1.0]], ['2, k, 22', [-0.3231328, 0.6557691, 1.0]], ['2, k, 23', [0.1852837, 0.01097628, 1.0]], ['2, k, 24', [0.1487726, 0.0625392, 1.0]]]
[['2, k, 0', [-0.1795218, 0.07247652, 1.0]], ['2, k, 1', [-0.1821294, 0.4098098, 1.0]], ['2, k, 2', [-0.1816956, 0.7320998, 1.0]], ['2, k, 3', [-0.188447, 0.8814341, 1.0]], ['2, k, 4', [-0.3330025, 0.557303, 1.0]], ['2, k, 5', [-0.4503211, 0.4264383, 1.0]], ['2, k, 6', [-0.274673, 0.6315678, 1.0]], ['2, k, 7', [-0.2564509, 0.6473759, 1.0]], ['2, k, 8', [-0.01526101, 0.6166313, 1.0]], ['2, k, 9', [0.05731048, 0.3269923, 1.0]], ['2, k, 10', [0.1134921, 0.1029789, 1.0]], ['2, k, 11', [0.1385167, 0.07281421, 1.0]], ['2, k, 12', [-0.2553293, 0.06817648, 1.0]], ['2, k, 13', [-0.3116978, -0.3741747, 1.0]], ['2, k, 14', [-0.3604885, -0.7110837, 1.0]], ['2, k, 15', [-0.3915868, -0.7534236, 1.0]], ['2, k, 16', [-0.09717294, 0.07396739, 1.0]], ['2, k, 17', [-0.09762371, -0.3574102, 1.0]], ['2, k, 18', [-0.1407836, -0.7051896, 1.0]], ['2, k, 19', [-0.03296032, -0.7453189, 1.0]], ['2, k, 20', [-0.1821928, 0.6535475, 1.0]], ['2, k, 21', [-0.2108278, 0.6950368, 1.0]], ['2, k, 22', [-0.2761682, 0.6897866, 1.0]], ['2, k, 23', [0.1800216, 0.03306858, 1.0]], ['2, k, 24', [0.1011126, 0.0236865, 1.0]]]
